,Store Number,City_x,2015 Sales,2015 Sales mean,County Number_x,Price per Liter mean_x,Zip Code_x,2015 Volume Sold (Liters),2015 Volume Sold (Liters) mean,2015 Margin mean,2015 q1 Sales,2015 q1 Sales mean,2015 q1 Volume Sold (Liters),2015 q1 Volume Sold (Liters) mean,2015 q1 Margin mean,City,2016 q1 Sales,2016 q1 Sales mean,County Number,Price per Liter mean,Zip Code,2016 q1 Volume Sold (Liters),2016 q1 Volume Sold (Liters) mean,2016 q1 Margin mean,15-16 q1 Sales Growth,2016 Predicted Sales
0,2106,CEDAR FALLS,1434021.94,281.070548804,7,18.8467309958,50613,93982.72,18.4207604861,93.8022814583,337166.53,278.190206271,21815.55,17.9996287129,92.8717244224,CEDAR FALLS,337804.05,274.860903173,7.0,18.1082575846,50613,22277.95,18.1268917819,91.6704149715,637.519999999,1443708.84555
1,2113,GOWRIE,85763.42,63.0150036738,94,17.6257038491,50543,6500.83,4.77650991918,21.0824246877,22351.86,66.7219701493,1604.08,4.78829850746,22.2914925373,GOWRIE,21736.63,55.3094910941,94.0,17.6301112514,50543,1608.07,4.09178117048,18.4735368957,-615.23,104193.782935
2,2130,WATERLOO,1108184.99,280.624206128,7,17.5065986659,50703,65562.88,16.6024006077,93.6124943024,277764.46,298.671462366,16176.37,17.3939462366,99.6340752688,WATERLOO,306942.27,295.420856593,7.0,17.0467624547,50703,18172.75,17.4906159769,98.5233782483,29177.81,1312914.53853
3,2152,ROCKWELL,72080.36,50.2302160279,17,13.0435902867,50469,6164.92,4.29611149826,16.8247038328,16805.11,49.4267941176,1414.59,4.16055882353,16.5430882353,ROCKWELL,9307.75,42.6961009174,17.0,14.1943309823,50469,799.39,3.6669266055,14.3155045872,-7497.36,51519.3504633
4,2178,WAUKON,277987.96,104.389019902,3,16.5944384857,52172,21719.49,8.15602328201,35.0114570034,54411.42,100.948831169,4376.38,8.11944341373,33.8007606679,WAUKON,58939.9,98.3971619366,3.0,16.9429845555,52172,4606.64,7.6905509182,32.8869949917,4528.48,261863.752663
5,2190,DES MOINES,1228496.81,95.4913960358,77,24.2991355062,50314,64390.9,5.00512242518,31.8774372328,255939.81,83.3137402344,14065.73,4.57868815104,27.8144791667,DES MOINES,332979.03,105.707628571,77.0,26.2144565643,50314,16588.11,5.26606666667,35.2612984127,77039.22,1423260.08507
6,2191,KEOKUK,1275511.37,229.408519784,56,18.9179107896,52632,81213.53,14.60675,76.5189730216,319020.69,224.188819396,20393.82,14.3315671117,74.7883345046,KEOKUK,302592.88,203.082469799,56.0,18.9500943507,52632,19170.73,12.866261745,67.7251677852,-16427.81,1294481.5301
7,2200,SAC CITY,223899.24,57.7059896907,81,17.0451413423,50583,17291.09,4.45646649485,19.3373453608,45340.33,57.5384898477,3393.35,4.30628172589,19.2670304569,SAC CITY,55315.23,58.7834537726,81.0,16.2750891272,50583,4297.56,4.56701381509,19.6641126461,9974.9,246502.156514
8,2205,CLARINDA,230898.31,78.2440901389,73,19.3684945396,51632,14895.26,5.04752965097,26.142470349,57849.23,78.4928493894,3765.6,5.10936227951,26.1962686567,,52206.4341426,,,,,,,,-5642.79585739,233326.869806
9,2228,WINTERSET,188879.7,67.0023767293,61,17.7063626529,50273,15188.97,5.38807023767,22.4270237673,51031.04,70.8764444444,4213.4,5.85194444444,23.697625,WINTERSET,42398.57,63.2814477612,61.0,17.8955974638,50273,3492.63,5.21288059701,21.1501343284,-8632.47,191760.479474
10,2233,SPIRIT LAKE,316855.05,125.387831421,30,20.3771728036,51360,23620.75,9.34734863474,41.892132964,68657.91,118.785311419,5115.11,8.84967128028,39.68183391,SPIRIT LAKE,56241.57,116.683755187,30.0,20.5443033673,51360,4333.13,8.98989626556,38.9661410788,-12416.34,250428.047968
11,2238,ALTOONA,105128.53,199.107064394,77,22.3876127345,50009,5771.25,10.9303977273,66.4030492424,4151.93,54.6306578947,225.5,2.96710526316,18.2157894737,ALTOONA,3536.14,235.742666667,77.0,27.2831111111,50009,135.0,9.0,78.5986666667,-615.79,27058.8776613
12,2248,DES MOINES,659358.37,143.276481964,77,27.7933309215,50312,28855.5,6.27020860495,47.8693242069,121837.56,127.445146444,5604.59,5.862541841,42.6029707113,DES MOINES,137416.93,138.385629406,77.0,27.4980813908,50312,6176.85,6.22039274924,46.1685699899,15579.37,594454.703524
13,2285,IOWA CITY,777104.53,259.727449866,52,26.6722677537,52240,37088.59,12.3959191176,86.7601504011,146725.31,228.900639626,6818.67,10.637550702,76.5074726989,IOWA CITY,158476.55,270.437798635,52.0,27.4677748659,52240,7231.32,12.3401365188,90.1821672355,11751.24,683706.794748
14,2290,STORM LAKE,550217.8,68.682786169,11,18.9217349279,50588,36511.83,4.55771189614,22.9481762576,119287.76,72.4272981178,8116.02,4.92775956284,24.1919429265,STORM LAKE,125731.51,49.7355656646,11.0,18.8364281717,50588,8347.23,3.30191060127,16.6037618671,6443.75,544931.104721
15,2327,CORNING,100596.8,55.9804117974,2,17.7810649363,50841,7547.62,4.20012242627,18.7060545353,20335.03,56.8017597765,1539.72,4.30089385475,18.9787430168,CORNING,21834.49,49.2877878104,2.0,17.0218810429,50841,1643.87,3.71076749436,16.4647629797,1499.46,104608.520222
16,2353,CRESCO,485476.01,131.316205031,45,16.5035899543,52136,37904.86,10.2528698945,44.0411766297,110552.94,126.780894495,8656.4,9.92706422018,42.5802866972,CRESCO,39609.55,110.333008357,45.0,15.062699297,52136,3196.9,8.90501392758,36.854902507,-70943.39,179940.424436
17,2413,DUBUQUE,836101.13,186.297043226,31,17.4726448307,52001,54200.61,12.0767847594,62.1990040107,204237.78,193.224011353,13412.92,12.6896121097,64.521551561,DUBUQUE,204038.87,189.8036,31.0,17.9278077519,52001,13122.15,12.2066511628,63.3314232558,-198.91,876802.982668
18,2445,OAKLAND,71682.86,42.6683690476,78,14.606337447,51560,6258.16,3.7250952381,14.2518095238,16939.15,43.4337179487,1506.74,3.86343589744,14.5038205128,OAKLAND,15689.8,43.9490196078,78.0,14.623020875,51560,1443.03,4.04210084034,14.661092437,-1249.35,78566.9091941
19,2448,INDIANOLA,203110.5,48.0734911243,91,17.3444642659,50125,13565.32,3.21072662722,16.0432686391,55498.12,49.6405366726,3733.6,3.33953488372,16.5646332737,INDIANOLA,48545.69,49.8415708419,91.0,17.2205537033,50125,3182.02,3.26696098563,16.6251540041,-6952.43,217812.389005
20,2459,GUTHRIE CENTER,79026.65,75.2634761905,39,14.5392448115,50115,6605.52,6.29097142857,25.1911714286,15983.98,73.6588940092,1352.49,6.23267281106,24.6744700461,GUTHRIE CENTER,16320.74,66.0758704453,39.0,14.5547674601,50115,1362.32,5.51546558704,22.1162348178,336.76,81240.8755067
21,2460,HAMPTON,301765.14,94.5972225705,35,17.3673502585,50441,23717.08,7.43482131661,31.7530658307,71758.66,91.9982820513,5689.12,7.29374358974,30.8394230769,,52206.4341426,,,,,,,,-19552.2258574,233326.869806
22,2465,DUBUQUE,264728.41,69.3550982447,31,21.109743671,52003,16704.05,4.37622478386,23.1614514016,62988.17,61.0942483026,4065.28,3.94304558681,20.3951309408,DUBUQUE,53182.55,69.0682467532,31.0,22.5953057968,52003,3326.1,4.31961038961,23.0519220779,-9805.62,237463.714704
23,2475,WEST BEND,121763.29,145.475854241,55,14.6789957046,50597,10871.72,12.9889127838,48.8207407407,29637.75,139.800707547,2399.31,11.3175,46.6945283019,WEST BEND,30402.43,141.406651163,55.0,15.2846456257,50597,2772.77,12.8966046512,47.3319069767,764.68,140920.028334
24,2478,ALTOONA,198550.4,219.63539823,77,23.1293325959,50009,10574.5,11.6974557522,73.2315044248,48759.71,211.080995671,2624.5,11.3614718615,70.3781385281,ALTOONA,47217.4,217.591705069,77.0,26.5034715822,50009,2404.0,11.0783410138,72.5532258065,-1542.31,212183.006317
25,2487,ANAMOSA,293643.02,69.9649797474,53,16.0751024515,52205,25035.84,5.96517512509,23.4503335716,89736.7,71.0504354711,7300.07,5.77994457641,23.7854394299,,52206.4341426,,,,,,,,-37530.2658574,233326.869806
26,2498,ARLINGTON,27453.07,42.1706144393,33,13.0628339185,50606,2568.34,3.94522273425,14.1447926267,5577.61,41.9369172932,530.14,3.98601503759,14.1087218045,ARLINGTON,6367.76,41.6193464052,33.0,13.9055477747,50606,555.31,3.62947712418,13.9205882353,790.15,39059.4743745
27,2500,AMES,1355085.92,108.903473439,85,18.9650910135,50010,91699.75,7.36958530901,36.4085284899,310035.66,105.346809378,21393.12,7.26915392457,35.2177743799,AMES,329252.09,96.7819194591,85.0,18.8194662614,50010,21351.31,6.27610523222,32.296984127,19216.43,1407465.06175
28,2501,AMES,1377465.13,108.078864653,85,19.5971989296,50010,93593.02,7.34350882699,36.1718619066,310718.21,106.849453232,21193.15,7.28787826685,35.7823796424,AMES,332976.05,113.372846442,85.0,19.4290357832,50010,22874.07,7.78824310521,37.8563976847,22257.84,1423247.45562
29,2502,ANKENY,1372226.52,178.745150449,77,19.9641930282,50021,94811.16,12.3500273544,59.8934779211,258284.84,160.325785227,18150.13,11.2663749224,53.7660397269,ANKENY,234926.02,131.537525196,77.0,19.694316769,50021,16692.37,9.34623180291,43.9750447928,-23358.82,1007704.80946
30,2505,BOONE,659068.44,110.749191732,8,17.0386009074,50036,50095.04,8.41791967737,37.1085548647,150049.71,113.330596677,11513.64,8.69610271903,37.9855664653,BOONE,151934.45,107.907990057,8.0,16.669499513,50036,11492.02,8.16194602273,36.1157173295,1884.74,655980.933313
31,2506,BURLINGTON,1427795.42,156.883355675,29,19.5405353916,52601,93383.87,10.2608361718,52.4055916932,309568.16,152.496630542,20738.22,10.2158719212,50.9449950739,BURLINGTON,314068.92,145.469624826,29.0,18.6809445407,52601,20787.69,9.62838814266,48.5485687818,4500.76,1343117.76233
32,2507,BURLINGTON,299207.06,91.8658458704,29,14.4599166734,52601,25483.92,7.82435369972,30.681099171,66468.32,83.2936340852,5716.95,7.16409774436,27.7980701754,BURLINGTON,61847.52,105.362044293,29.0,15.0303494664,52601,5078.8,8.65212947189,35.1446678024,-4620.8,274186.442507
33,2508,CEDAR RAPIDS,1110902.03,144.029823674,57,18.4856671385,52405,79686.32,10.3314300532,48.1333683392,321983.24,173.763216406,23531.03,12.6988828926,58.0531732326,CEDAR RAPIDS,203644.27,140.250874656,57.0,26.4668757897,52405,13655.49,9.40460743802,46.7928787879,-118338.97,875130.64123
34,2509,CEDAR RAPIDS,555033.56,142.498988447,57,15.3241951608,52404,48798.46,12.5284878049,47.7406803594,115531.13,124.763639309,10394.16,11.2247948164,41.7596220302,CEDAR RAPIDS,123632.78,136.309570011,57.0,15.6066270013,52404,10716.64,11.8154796031,45.6678941566,8101.65,536036.545302
35,2512,IOWA CITY,4155454.05,291.202105816,52,19.6143464331,52240,267487.59,18.7447505256,97.2243398739,926706.76,255.150539648,58602.42,16.135027533,85.2007654185,IOWA CITY,1050711.75,284.82291949,52.0,20.6343612945,52240,70102.4,19.0030902684,95.0039550014,124004.99,4465059.80415
36,2513,IOWA CITY,649600.5,93.5754105445,52,17.0105726858,52240,46217.98,6.65773264189,31.2923926822,157981.2,107.616621253,10885.03,7.41487057221,35.9609128065,IOWA CITY,149791.31,90.3445778046,52.0,17.0685781688,52240,10520.09,6.3450482509,30.1672316043,-8189.89,646898.161317
37,2514,MARION,211062.23,105.478375812,57,13.7771414922,50129,21274.89,10.6321289355,35.27017991,51078.36,87.6129674099,5611.85,9.62581475129,29.3095025729,MARION,61560.7,154.287468672,57.0,14.2552191252,50129,6407.68,16.0593483709,51.8421303258,10482.34,272970.879985
38,2515,MASON CITY,1249900.81,95.4268445564,17,18.3657683903,50401,90739.07,6.92770422965,31.9091555963,272703.74,94.5574687933,20110.86,6.97325242718,31.5944140083,MASON CITY,260966.41,85.0330433366,17.0,18.3301512436,50401,19277.81,6.28146301727,28.3786803519,-11737.33,1118065.74017
39,2517,NEWTON,761232.78,87.1374519231,50,17.3445413216,50208,57816.37,6.61817422161,29.1482532051,180760.93,82.8039074668,14022.69,6.42358680715,27.6819102153,NEWTON,160278.07,86.2173587951,50.0,16.8301990245,50208,12267.73,6.59910166756,28.81,-20482.86,691341.758123
40,2518,RED OAK,351097.11,97.526975,69,18.8296206451,51566,25648.0,7.12444444444,32.6235916667,72185.66,95.6101456954,5685.27,7.5301589404,31.9397218543,RED OAK,78108.56,103.318201058,69.0,17.6762171744,51566,5741.41,7.59445767196,34.455952381,5922.9,343101.827755
41,2521,WEST DES MOINES,1124285.8,143.568611927,77,19.7384356702,50265,77132.69,9.84966032435,47.9893704508,263161.4,137.277725613,18074.76,9.42866979656,45.879504434,WEST DES MOINES,253886.88,127.967177419,77.0,20.1048861368,50265,16794.09,8.46476310484,42.6991582661,-9274.52,1088062.21412
42,2522,SPIRIT LAKE,1095373.34,166.091484458,30,18.1448053878,51360,75881.0,11.5058377559,55.5221865049,164809.62,133.991560976,12473.01,10.1406585366,44.7505284553,SPIRIT LAKE,173395.13,132.362694656,30.0,18.0585495514,51360,12709.07,9.70158015267,44.2829770992,8585.51,746932.743892
43,2523,CENTERVILLE,393364.27,95.4535962145,4,17.8135442682,52544,26002.74,6.30981315215,31.941637952,60986.22,69.9383256881,4659.07,5.34297018349,23.5789793578,CENTERVILLE,91524.76,98.3080128894,4.0,18.1024755565,52544,6474.7,6.95456498389,32.8399355532,30538.54,399960.589038
44,2524,DUBUQUE,990127.21,147.472030086,31,18.9489865764,52001,68392.98,10.1866219839,49.3420628537,210690.45,142.358412162,14671.06,9.91287837838,47.5535405405,DUBUQUE,247802.36,139.293063519,31.0,18.5826233768,52001,17348.41,9.75177627881,46.4800393479,37111.91,1062275.60761
45,2527,DES MOINES,625872.53,127.833441585,77,16.285718152,50315,49558.19,10.1221793301,42.8693852124,139068.33,131.072884072,11013.64,10.3804335533,44.1442318567,DES MOINES,115591.86,93.3698384491,77.0,16.7480793715,50315,9638.05,7.78517770598,31.1550646204,-23476.47,501958.583527
46,2528,DES MOINES,1003937.68,159.027036274,77,18.1689330451,50315,68182.59,10.8003469032,53.1849073341,209403.19,126.527607251,14370.57,8.68312386707,42.3235166163,DES MOINES,233350.35,163.182062937,77.0,18.3095799201,50315,16142.4,11.2883916084,54.5606223776,23947.16,1001027.01363
47,2529,CEDAR RAPIDS,361772.46,75.6846150628,57,14.7814636823,52405,34740.22,7.26782845188,25.4050062762,75110.03,77.1150205339,7363.28,7.55983572895,25.93724846,CEDAR RAPIDS,84940.69,68.1706982343,57.0,15.0800768484,52405,8170.16,6.55711075441,22.8758186196,9830.66,372056.855909
48,2532,DES MOINES,580537.29,131.165225938,77,14.6642978195,50317,47241.87,10.6737166742,43.9390962494,123291.57,128.696837161,10473.23,10.9323903967,43.2230584551,DES MOINES,115993.15,114.95852329,77.0,15.3211326632,50317,9126.72,9.04531219029,38.3827948464,-7298.42,503659.277637
49,2535,WEST DES MOINES,668664.11,133.067484577,77,18.3473971403,50265,45980.1,9.15026865672,44.5348318408,157591.18,150.516886342,11115.68,10.61669532,50.598548233,WEST DES MOINES,125207.35,113.41245471,77.0,17.9860268461,50265,9454.93,8.56424818841,37.8504891304,-32383.83,542709.679256
50,2536,PLEASANT HILL,725658.41,118.262452738,77,20.7472359071,50317,49849.98,8.12418187744,39.530065189,163684.93,115.67839576,11133.84,7.86843816254,38.6650812721,PLEASANT HILL,161300.14,114.478452803,77.0,20.0762244919,50317,11266.06,7.99578424414,38.1913697658,-2384.79,695673.35978
51,2538,WATERLOO,697563.61,94.1508449183,7,20.2828181666,50702,46497.4,6.27579970306,31.5106033203,146850.63,87.6197076372,9557.93,5.7028221957,29.2944331742,WATERLOO,164939.85,82.8011295181,7.0,19.5408096017,50702,11583.26,5.81488955823,27.6650150602,18089.22,711098.696464
52,2539,IOWA FALLS,638415.95,149.757436078,42,17.7816898596,50126,45517.31,10.6772953319,50.1331972789,143950.01,143.662684631,10579.36,10.558243513,48.1381636727,IOWA FALLS,147632.84,139.936341232,42.0,18.7497519985,50126,10741.94,10.1819336493,46.8207677725,3682.83,637750.419746
53,2543,OTTUWMA,644906.75,85.8502063365,90,18.2600928444,52501,44238.08,5.88898828541,28.7115801384,136167.32,86.2364281191,9250.16,5.85823939202,28.8174857505,OTTUWMA,168603.49,96.9542783209,90.0,19.1016787554,52501,11540.24,6.63613571018,32.4246233468,32436.17,726625.450104
54,2544,MARSHALLTOWN,1378895.08,156.568079936,64,17.7916008627,50158,93707.99,10.6401714545,52.4235630748,327172.32,149.872798901,22523.5,10.3176820889,50.1231241411,MARSHALLTOWN,342772.02,152.410858159,64.0,17.8169701101,50158,22956.7,10.2075144509,50.9209604269,15599.7,1464763.43778
55,2545,IOWA CITY,515300.26,71.8088433668,52,20.3189240088,52245,34126.16,4.75559643255,24.0028010033,105869.94,71.1491532258,7339.32,4.93233870968,23.791155914,IOWA CITY,102829.3,64.3487484355,52.0,20.7174937621,52245,6689.98,4.18647058824,21.4615269086,-3040.64,447869.992689
56,2548,ALTOONA,1022127.41,141.236342407,77,18.0601298364,50009,74156.7,10.246884068,47.3184344342,176266.68,119.179634888,12976.71,8.77397565923,40.0117782285,ALTOONA,216415.08,138.284396166,77.0,17.4493414727,50009,16483.76,10.5327539936,46.2550990415,40148.4,929254.196124
57,2549,INDIANOLA,762550.21,147.068507232,91,17.2365626663,50125,53367.55,10.29268081,49.1944300868,176720.07,150.017037351,12695.42,10.7770967742,50.2838709677,INDIANOLA,174492.82,146.509504618,91.0,16.9616549514,50125,12336.99,10.3585138539,48.9030142737,-2227.25,751584.828213
58,2550,OSCEOLA,197896.72,59.5178105263,20,15.9724959749,50213,14690.5,4.41819548872,19.9170827068,44836.7,53.7610311751,3308.0,3.96642685851,17.9736570743,OSCEOLA,41213.34,66.2593890675,20.0,15.0955734191,50213,3094.75,4.97548231511,22.1213987138,-3623.36,186737.394723
59,2551,CHARITON,362538.52,97.6929452978,59,17.6782035367,50049,26353.1,7.10134734573,32.71362436,65830.25,87.4239707835,4754.69,6.31432934927,29.2099070385,CHARITON,91213.98,108.073436019,59.0,16.8352962788,50049,7342.96,8.70018957346,36.2568009479,25383.73,398643.482418
60,2552,CEDAR RAPIDS,1096275.42,108.37044484,57,19.37757873,52404,80989.9,8.00611901938,36.2773863187,228680.53,91.7290533494,17402.33,6.98047733654,30.7042358604,CEDAR RAPIDS,256707.1,115.477777778,57.0,18.2570812738,52404,18274.7,8.22073774179,38.5740395861,28026.57,1100014.49686
61,2553,CRESTON,311535.51,105.248483108,88,16.3725471237,50801,23059.89,7.79050337838,35.2223614865,73810.68,95.3626356589,5566.93,7.19241602067,31.9277777778,CRESTON,75866.02,111.240498534,88.0,16.4785400084,50801,5415.3,7.94032258065,37.1552785924,2055.34,333597.791849
62,2554,DAVENPORT,226665.12,119.675353749,82,11.7317312817,52802,21079.05,11.1293822598,40.0093030623,54655.98,121.188425721,5094.9,11.2968957871,40.5249667406,DAVENPORT,50434.54,108.929892009,82.0,12.2606551476,52802,4523.9,9.77084233261,36.3479049676,-4221.44,225817.462815
63,2555,KEOKUK,707265.91,136.564184205,56,18.0717866968,52632,48415.76,9.34847653987,45.5890982815,156056.28,119.036064073,10901.76,8.31560640732,39.7330739893,KEOKUK,141712.31,148.234633891,56.0,18.1823724846,52632,9992.34,10.4522384937,49.439748954,-14343.97,612658.813931
64,2556,ESTHERVILLE,413576.15,84.4722528595,32,18.2204661048,51334,30898.1,6.31088643791,28.2592197712,80923.05,82.3225330621,5735.75,5.83494404883,27.5314852492,ESTHERVILLE,91203.94,78.1524764353,32.0,17.1592475759,51334,7098.35,6.08256212511,26.1518337618,10280.89,398600.93222
65,2558,MOUNT PLEASANT,696512.74,164.894114583,44,18.1261096155,52641,49106.56,11.6256060606,55.1925378788,167606.75,169.299747475,12488.32,12.6144646465,56.797010101,MOUNT PLEASANT,156730.02,154.566094675,44.0,18.2367978069,52641,10630.44,10.4836686391,51.7367159763,-10876.73,676304.882706
66,2559,ALBIA,111354.74,86.8601716069,68,16.3551482059,52531,8530.95,6.65440717629,29.106349454,25575.88,81.1932698413,1975.75,6.27222222222,27.2243492063,ALBIA,24206.67,92.391870229,68.0,15.7753053435,52531,1981.0,7.56106870229,30.9138931298,-1369.21,114661.979199
67,2560,MARION,1001421.04,117.002107723,57,18.4001439031,52302,67876.42,7.93041476808,39.1116473887,211902.95,109.908169087,15312.92,7.94238589212,36.7356068465,MARION,218335.21,119.243697433,57.0,18.5099862162,52302,15107.83,8.25113599126,39.8275696341,6432.26,937391.836686
68,2561,DES MOINES,1424287.11,139.773023553,77,21.3237051338,50321,91746.3,9.003562316,46.7565544652,312502.67,130.372411348,20693.8,8.63320817689,43.7453483521,DES MOINES,325127.17,128.002822835,77.0,20.5200717395,50321,20383.73,8.02509055118,42.6979488189,12624.5,1389983.37233
69,2562,FORT DODGE,386385.34,170.439056021,94,13.82515175,50501,32734.2,14.4394353772,57.2886237318,85217.68,155.223460838,7577.71,13.8027504554,52.2485063752,FORT DODGE,94229.41,183.683060429,94.0,13.9629685324,50501,8225.5,16.0341130604,61.6089668616,9011.73,411423.07832
70,2564,WATERLOO,472882.25,138.229245835,7,15.7827455447,50701,37670.48,11.0115404852,46.2992604502,89525.66,132.630607407,7221.8,10.698962963,44.3237333333,WATERLOO,117784.92,142.080723764,7.0,15.9064310494,50701,8957.6,10.8053075995,47.579119421,28259.26,511252.919853
71,2565,SPENCER,772608.13,76.3522215634,21,18.4579088249,51301,57920.1,5.72389564186,25.5950192707,176252.03,81.3721283472,13210.5,6.09903047091,27.243176362,SPENCER,166847.54,61.6355892132,21.0,18.1438070845,51301,12674.7,4.68219431105,20.6288178796,-9404.49,719183.615466
72,2566,KNOXVILLE,359578.02,109.627445122,63,17.9971094997,50138,25509.61,7.77732012195,36.7157591463,68258.49,116.681179487,5309.79,9.07656410256,39.2427350427,KNOXVILLE,73117.79,98.6744804318,63.0,17.148866742,50138,5305.7,7.16018893387,32.9127935223,4859.3,321950.607585
73,2567,DAVENPORT,463904.08,59.7275756405,82,15.4103840221,52806,36964.58,4.75918372602,20.0006463242,88008.31,50.8718554913,7023.41,4.05977456647,17.0130346821,DAVENPORT,100545.74,58.051812933,82.0,15.4782127198,52806,8199.97,4.73439376443,19.3967263279,12537.43,438192.111254
74,2568,CEDAR RAPIDS,278515.69,87.0089628241,57,15.0581161902,52402,24922.56,7.78586691659,29.0692439863,67219.54,89.2689774236,5762.98,7.65335989376,29.8386586985,CEDAR RAPIDS,68966.63,85.7793905473,57.0,15.3773311388,52402,6056.89,7.53344527363,28.6316044776,1747.09,304357.711274
75,2569,CEDAR RAPIDS,434542.49,67.8866567724,57,16.9281007088,52402,32228.98,5.03499140759,22.7097016091,100722.77,74.5542339008,7522.48,5.56808290155,24.9148260548,CEDAR RAPIDS,96059.65,63.9119427811,57.0,16.534835888,52402,7027.46,4.67562208916,21.3394145043,-4663.12,419179.758993
76,2571,WATERLOO,850273.55,176.222497409,7,17.4301873133,50703,56377.76,11.6845098446,58.9404393782,147242.83,145.496867589,10307.22,10.185,48.7430335968,WATERLOO,211600.93,176.48117598,7.0,18.3801711378,50703,15708.2,13.1010842369,58.9386488741,64358.1,908851.503437
77,2572,CEDAR FALLS,1031981.6,77.0135522388,7,18.8054601418,50613,68979.57,5.14772910448,25.7666753731,227702.34,85.3457046477,15186.53,5.69210269865,28.5274925037,CEDAR FALLS,234774.87,63.8322104405,7.0,18.8495264697,50613,16309.08,4.43422512235,21.3470799347,7072.53,1007064.22555
78,2573,MUSCATINE,1277942.84,147.04209412,70,20.2040042338,52761,87657.69,10.0860303763,49.1620319871,286763.37,145.049757208,20060.99,10.1471876581,48.5566009105,MUSCATINE,268226.7,127.001278409,70.0,20.0775979129,52761,19055.91,9.02268465909,42.4370265152,-18536.67,1148835.33931
79,2575,WATERLOO,253881.54,101.309473264,7,15.6874670628,50702,19909.31,7.94465682362,33.9956304868,59531.82,82.4540443213,4528.03,6.27150969529,27.7012188366,WATERLOO,58122.85,115.552385686,7.0,15.5579522863,50702,4708.6,9.36103379722,38.6078926441,-1408.97,258401.039607
80,2576,STORM LAKE,546067.79,72.9159821071,11,18.2310058343,50588,39649.76,5.29439978635,24.4766550941,122811.86,83.5454829932,9407.21,6.39946258503,28.1117823129,STORM LAKE,106662.37,63.984625075,11.0,17.8730960851,50588,8009.46,4.80471505699,21.4427774445,-16149.49,464114.802107
81,2578,CHARLES CITY,695175.71,156.254374017,34,15.7782614627,50616,52616.26,11.8265363003,52.3184580805,156513.07,146.685164011,11604.39,10.8757169634,49.0692221181,CHARLES CITY,147781.41,153.778782518,34.0,16.1002267766,50616,11238.18,11.6942559834,51.4140998959,-8731.66,638380.069435
82,2579,GRINNELL,291872.86,91.2958586175,79,16.7725657905,50112,20144.06,6.300925868,30.5095964967,55538.11,137.811687345,3942.5,9.78287841191,46.0311414392,GRINNELL,67514.95,79.8049054374,79.0,16.7339915984,50112,4585.03,5.4196572104,26.6376004728,11976.84,298205.393436
83,2582,MASON CITY,681479.78,108.412309895,17,17.1970670459,50401,54327.98,8.64269487751,36.2843302577,143498.37,108.464376417,11768.14,8.89504157218,36.3002796674,MASON CITY,170466.11,122.373374013,17.0,18.2504164636,50401,13191.99,9.47020100503,40.8970423546,26967.74,734519.359403
84,2584,FORT MADISON,445953.2,90.2922048998,56,18.8080123091,52627,29872.2,6.04822838631,30.1712350678,84998.58,81.338354067,5955.13,5.69868899522,27.1933014354,FORT MADISON,94158.15,115.531472393,56.0,20.4158387995,52627,6446.21,7.9094601227,38.5492760736,9159.57,411121.073629
85,2585,ALGONA,663829.05,122.184621756,55,17.0671227285,50511,51477.29,9.47492913676,41.0171194552,138010.02,119.076807593,10506.17,9.06485763589,39.9826747196,ALGONA,139676.38,112.824216478,55.0,17.4838023423,50511,10784.84,8.71150242326,37.7662116317,1666.36,604030.405152
86,2587,JOHNSTON,712881.23,59.8959191732,77,19.3218691873,50131,47511.09,3.99185767098,20.0513661569,146424.29,57.8294984202,10029.9,3.96125592417,19.4285545024,JOHNSTON,167692.5,57.4880013713,77.0,19.5276204693,50131,11528.2,3.95207404868,19.2096674666,21268.21,722764.612986
87,2588,CEDAR RAPIDS,853429.66,136.352398147,57,23.8662188886,52403,53777.79,8.59207381371,45.5986531395,175475.49,129.693636364,11626.23,8.59292682927,43.3781005174,CEDAR RAPIDS,180371.58,124.738298755,57.0,20.1224043383,52403,11781.52,8.14766251729,41.6309128631,4896.09,776499.409948
88,2590,CEDAR RAPIDS,1188063.45,107.254983299,57,20.6634795076,52402,79881.67,7.21148957299,35.8870443261,247716.78,96.9157981221,17073.31,6.67969874804,32.4399334898,CEDAR RAPIDS,298889.32,110.372717873,57.0,19.4320023169,52402,19083.9,7.04723042836,36.8473522895,51172.54,1278785.5928
89,2591,ATLANTIC,586945.86,113.37567317,15,17.5711562095,50022,42405.25,8.19108557079,37.9469113386,130512.99,107.329761513,9246.15,7.60374177632,35.8915953947,ATLANTIC,133868.58,114.613510274,15.0,17.6031684198,50022,9970.7,8.53655821918,38.3678767123,3355.59,579416.556687
90,2592,MARSHALLTOWN,183046.27,87.7498897411,64,15.1528906045,50158,16052.42,7.69531160115,29.3906663471,52054.1,102.468700787,4254.51,8.37501968504,34.2081692913,MARSHALLTOWN,39138.81,87.1688418708,64.0,14.5931925567,50158,4163.65,9.27316258352,29.4287750557,-12915.29,177945.396538
91,2593,CARROLL,1638188.36,193.502050555,14,18.1304755277,51401,115435.18,13.6351500118,64.7439062131,332692.67,169.395453157,23410.36,11.9197352342,56.6161354379,CARROLL,343447.68,196.931009174,14.0,18.1812339178,51401,23204.3,13.3052178899,65.6891571101,10755.01,1467626.93047
